Block_Group,FIPS_Code,Formatted_FIPS,Probability that two individuals chosen at random would be of di
"421010160004, PA",421010160004,421010160004,0
"421010283006, PA",421010283006,421010283006,24.03
"421010100003, PA",421010100003,421010100003,24.61
"421010031004, PA",421010031004,421010031004,32.96
"421010042024, PA",421010042024,421010042024,54.64
"421010081025, PA",421010081025,421010081025,20.07
"421010042023, PA",421010042023,421010042023,33.93
"421010104002, PA",421010104002,421010104002,8.2
"421010262001, PA",421010262001,421010262001,10.41
"421010037023, PA",421010037023,421010037023,58.67
"421010037015, PA",421010037015,421010037015,29.96
"421010028023, PA",421010028023,421010028023,50.07
"421010197002, PA",421010197002,421010197002,52.46
"421010096003, PA",421010096003,421010096003,16.49
"421010012014, PA",421010012014,421010012014,18
"421010085004, PA",421010085004,421010085004,5.32
"421010037011, PA",421010037011,421010037011,53.52
"421010330001, PA",421010330001,421010330001,16.15
"421010273005, PA",421010273005,421010273005,58.42
"421010118004, PA",421010118004,421010118004,0
"421010084005, PA",421010084005,421010084005,22.56
"421010134011, PA",421010134011,421010134011,10.22
"421010177013, PA",421010177013,421010177013,25.49
"421010177023, PA",421010177023,421010177023,68.11
"421010172023, PA",421010172023,421010172023,0
"421010163003, PA",421010163003,421010163003,27.88
"421010188002, PA",421010188002,421010188002,65.82
"421010137001, PA",421010137001,421010137001,33.44
"421010136023, PA",421010136023,421010136023,56.53
"421010096002, PA",421010096002,421010096002,0
"421010311022, PA",421010311022,421010311022,30.21
"421010081022, PA",421010081022,421010081022,0
"421010178003, PA",421010178003,421010178003,60.99
"421010042013, PA",421010042013,421010042013,19.63
"421010134022, PA",421010134022,421010134022,55.87
"421010390008, PA",421010390008,421010390008,62.41
"421010112001, PA",421010112001,421010112001,23.49
"421010070004, PA",421010070004,421010070004,0
"421010081023, PA",421010081023,421010081023,0
"421010012023, PA",421010012023,421010012023,38.1
"421010372003, PA",421010372003,421010372003,1.66
"421010094001, PA",421010094001,421010094001,3.85
"421010101007, PA",421010101007,421010101007,15.81
"421010197003, PA",421010197003,421010197003,50.24
"421010081013, PA",421010081013,421010081013,0
"421010146003, PA",421010146003,421010146003,31.08
"421010167022, PA",421010167022,421010167022,3.88
"421010042011, PA",421010042011,421010042011,9.46
"421010330002, PA",421010330002,421010330002,0
"421010081021, PA",421010081021,421010081021,1.33
"421010030024, PA",421010030024,421010030024,71.11
"421010240003, PA",421010240003,421010240003,0
"421010025003, PA",421010025003,421010025003,53.55
"421010030023, PA",421010030023,421010030023,37.83
"421010033003, PA",421010033003,421010033003,26.95
"421010013002, PA",421010013002,421010013002,54.19
"421010317003, PA",421010317003,421010317003,71.46
"421010008033, PA",421010008033,421010008033,30.27
"421010102001, PA",421010102001,421010102001,0
"421010013001, PA",421010013001,421010013001,58.95
"421010266004, PA",421010266004,421010266004,27.09
"421010024001, PA",421010024001,421010024001,34.59
"421010266003, PA",421010266003,421010266003,11.57
"421010266005, PA",421010266005,421010266005,21.8
"421010009011, PA",421010009011,421010009011,46.7
"421010164002, PA",421010164002,421010164002,30.03
"421010179003, PA",421010179003,421010179003,65.73
"421010011013, PA",421010011013,421010011013,28.77
"421010093001, PA",421010093001,421010093001,0
"421010011012, PA",421010011012,421010011012,44.54
"421010072005, PA",421010072005,421010072005,9.71
"421010072004, PA",421010072004,421010072004,26.87
"421010030012, PA",421010030012,421010030012,54.86
"421010029002, PA",421010029002,421010029002,43.21
"421010289013, PA",421010289013,421010289013,44.93
"421010162003, PA",421010162003,421010162003,34.45
"421010009012, PA",421010009012,421010009012,57.78
"421010249003, PA",421010249003,421010249003,24.31
"421010037012, PA",421010037012,421010037012,66.7
"421010030014, PA",421010030014,421010030014,62.13
"421010094003, PA",421010094003,421010094003,34.21
"421010135002, PA",421010135002,421010135002,33.42
"421010377003, PA",421010377003,421010377003,40.52
"421010168005, PA",421010168005,421010168005,6.62
"421010390003, PA",421010390003,421010390003,49.97
"421010030022, PA",421010030022,421010030022,34.56
"421010149005, PA",421010149005,421010149005,7.79
"421010013004, PA",421010013004,421010013004,51.54
"421010136021, PA",421010136021,421010136021,38.72
"421010095002, PA",421010095002,421010095002,12.95
"421010165001, PA",421010165001,421010165001,0
"421010197005, PA",421010197005,421010197005,43.28
"421010014002, PA",421010014002,421010014002,41.16
"421010198005, PA",421010198005,421010198005,39.69
"421010135003, PA",421010135003,421010135003,42.26
"421010030013, PA",421010030013,421010030013,72.85
"421010289025, PA",421010289025,421010289025,39.11
"421010149004, PA",421010149004,421010149004,55.76
"421010152005, PA",421010152005,421010152005,0
"421010168002, PA",421010168002,421010168002,19.47
"421010198003, PA",421010198003,421010198003,53.72
"421010149002, PA",421010149002,421010149002,15.78
"421010063001, PA",421010063001,421010063001,52
"421010198002, PA",421010198002,421010198002,49.99
"421010084003, PA",421010084003,421010084003,16.63
"421010178004, PA",421010178004,421010178004,46.72
"421010008032, PA",421010008032,421010008032,39.58
"421010030015, PA",421010030015,421010030015,75.32
"421010012025, PA",421010012025,421010012025,14.3
"421010109002, PA",421010109002,421010109002,45.61
"421010192001, PA",421010192001,421010192001,53.82
"421010072003, PA",421010072003,421010072003,5.88
"421010008043, PA",421010008043,421010008043,34.69
"421010004021, PA",421010004021,421010004021,14.75
"421010007001, PA",421010007001,421010007001,47.51
"421010032002, PA",421010032002,421010032002,11.38
"421010031003, PA",421010031003,421010031003,59.14
"421010031002, PA",421010031002,421010031002,66.39
"421010008031, PA",421010008031,421010008031,26.44
"421010011011, PA",421010011011,421010011011,39.47
"421010136024, PA",421010136024,421010136024,38.52
"421010011014, PA",421010011014,421010011014,35.65
"421010030011, PA",421010030011,421010030011,45.29
"421010008042, PA",421010008042,421010008042,47.44
"421010008034, PA",421010008034,421010008034,17.22
,,,
"Location: Philadelphia (County, 2010)",,,
,,,
Block Group Boundary Year: 2010,,,
,,,
Indicator source: Census,,,
http://www.policymap.com/our-data-directory.html#Census%20and%20PolicyMap:%20Racial%20and%20Ethnic%20Diversity,,,
,,,
"When using PolicyMap data in your work, please consult the Terms of Use and the instructions for Citing Us:",,,
https://www.policymap.com/terms/,,,
https://www.policymap.com/citing/,,,
